event_id,train_id,event_timestamp,event_code,event_name,component,event_description,cluster_id
2077,T456,2024-07-09 10:02:28.984792,ILCK_PantoDC_T2_22,ILCK_PantoDC_T2_22,T2_Panto3kV,Cod 22. Guasto centralina EPCU di controllo Pantografo,847
2320,T456,2024-07-09 10:09:31.457394,105036,_IDoorUnblock_,T5_Porta_gangway_2,Guasto microswitch porta Gangway 2,890
2496,T456,2024-07-09 10:26:04.881216,103038,_IDoorDCSFlt_,M3_Porta_gangway_2,Guasto microswitch porta Gangway 2,855
2663,T456,2024-07-09 10:59:43.304689,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,866
2912,T456,2024-07-09 11:10:10.42562,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,18
3090,T456,2024-07-09 11:26:02.087129,150006,_Running_,VEHICLE,Stato RUNNING attivo,920
3091,T456,2024-07-09 11:26:02.144124,150025,_9S13_,VEHICLE,Pressione CP sotto 7.5 bar in M1 (press. 9S13),920
3092,T456,2024-07-09 11:26:02.202667,150026,_9S14_,VEHICLE,Pressione CP sotto 8.5 bar in M8 (press. 9S14),920
3093,T456,2024-07-09 11:26:02.260037,151002,_DeskKeyIn_,M1_4K14,Chiave di Banco inserita in M1,920
3094,T456,2024-07-09 11:26:02.318772,151003,_CabOccupied_,M1_4K14,Banco Abilitato M1,920
3095,T456,2024-07-09 11:26:02.377085,151021,_LowSpdTL_,M1_9K42,Linea treno Velocita' zero  attiva in M1-T4,920
3096,T456,2024-07-09 11:26:02.435763,157019,_1Q21_,T7_1Q2_IR,IR chiuso in cassa T7,920
3097,T456,2024-07-09 11:26:02.493429,158014,_DCPantoSts_,VEHICLE,Pantografo DC alto in T7,920
3098,T456,2024-07-09 11:26:02.552142,158021,_LowSpdTL_,M8_9K42,Linea treno Velocita' zero  attiva in M8-T5,920
3099,T456,2024-07-09 11:26:02.609904,ILCK_IP_T2_47,ILCK_IP_T2_47,T2_1Q4_IP,Cod 47. Line Voltage Type non 25KV,920
3100,T456,2024-07-09 11:26:02.668251,ILCK_IP_T7_47,ILCK_IP_T7_47,T7_1Q4_IP,Cod 47. Line Voltage Type non 25KV,920
3118,T456,2024-07-09 11:26:03.71179,101021,_IDoorDCSFlt_,M1_Porta_comparto_2,Guasto microswitch porta interna 2,920
3119,T456,2024-07-09 11:26:03.770501,103034,_IDoorEmrgCmd_,M3_Porta_gangway_2,Porta Gangway 2 isolata,920
3120,T456,2024-07-09 11:26:03.829111,150016,_IRIP_OpenSts_,VEHICLE,Nessun IR o IP chiuso,920
3121,T456,2024-07-09 11:26:03.886598,150017,_CmdCloseIR_,VEHICLE,Comando chiusura IR/IP da banco,920
3122,T456,2024-07-09 11:26:03.944204,151022,_HvOnBoardUnit_,T2_1Q4_IP,Alta tensione non presente in M1-T4,920
3123,T456,2024-07-09 11:26:04.00247,158022,_HvOnBoardUnit_,T7_1Q4_IP,Alta tensione non presente in M8-T5,920
3124,T456,2024-07-09 11:26:04.060826,EVT_IP_T2_47,EVT_IP_T2_47,T2_1Q4_IP,Cod 47. Line Voltage Type non 25KV,920
3125,T456,2024-07-09 11:26:04.118996,EVT_IP_T7_47,EVT_IP_T7_47,T7_1Q4_IP,Cod 47. Line Voltage Type non 25KV,920
3126,T456,2024-07-09 11:26:04.176207,ILCK_PROP_21M1,ILCK_PROP_21M1,MDS,Cod. 21 AT non presente,920
3276,T456,2024-07-09 11:59:01.792071,150009,_Parking_,VEHICLE,Stato PARKING attivo,736
3277,T456,2024-07-09 11:59:02.584566,158014,_DCPantoSts_,VEHICLE,Pantografo DC alto in T7,736
3495,T456,2024-07-09 12:05:39.086837,151022,_HvOnBoardUnit_,T2_1Q4_IP,Alta tensione non presente in M1-T4,831
3496,T456,2024-07-09 12:05:39.475484,158022,_HvOnBoardUnit_,T7_1Q4_IP,Alta tensione non presente in M8-T5,831
3497,T456,2024-07-09 12:05:39.866117,207001,PCU_Flt,EPCU_T7,Avaria PCU panto 3 kV T7,831
3500,T456,2024-07-09 12:05:41.034189,ILCK_IRIP_T2_59,ILCK_IRIP_T2_59,T2_MCB,Cod 59. Apertura da TCU2 remota (M6),831
3501,T456,2024-07-09 12:05:41.422919,ILCK_IRIP_T7_57,ILCK_IRIP_T7_57,T7_MCB,Cod 57. Apertura da TCU2  locale (M6),831
3502,T456,2024-07-09 12:05:41.812741,ILCK_IR_T2_01,ILCK_IR_T2_01,T2_1Q2_IR,Cod 01. Mancanza tensione di linea su treno locale,831
3510,T456,2024-07-09 12:05:44.929797,ILCK_IRIP_T7_60,ILCK_IRIP_T7_60,T7_MCB,"""Cod 60. Apertura per linea treno HW Opening TL"""" a 1 senza alcuna TCU che alimenta la linea""""""",831
3511,T456,2024-07-09 12:05:45.319894,ILCK_IR_T7_01,ILCK_IR_T7_01,T2_1Q2_IR,Cod 01. Mancanza tensione di linea su treno locale,831
3512,T456,2024-07-09 12:05:45.709297,ILCK_IR_T7_42,ILCK_IR_T7_42,T2_1Q2_IR,Cod 42. Pantografo DC non alto,831
3663,T456,2024-07-09 12:12:14.294518,21481,OPIR_OPQ1,Q1_M1,Apertura forzata IP-IR per apertura Q1,913
3664,T456,2024-07-09 12:12:14.694677,23376,NO_LINE_VOLTAGE,CONV_TRAZ_M3,Nessuna tensione di linea,913
3665,T456,2024-07-09 12:12:15.094423,23481,OPIR_OPQ1,Q1_M3,Apertura forzata IP-IR per apertura Q1,913
3668,T456,2024-07-09 12:12:16.295033,28376,NO_LINE_VOLTAGE,CONV_TRAZ_M8,Nessuna tensione di linea,913
3669,T456,2024-07-09 12:12:16.693517,28481,OPIR_OPQ1,Q1_M8,Apertura forzata IP-IR per apertura Q1,913
3670,T456,2024-07-09 12:12:17.092723,150004,_LineVoltType_,VEHICLE,Selezionata tensione 3 kV,913
3687,T456,2024-07-09 12:12:18.227857,ILCK_PROP_13M8,ILCK_PROP_13_M8,MDS,Cod. 13 Leva MC 6S01 non in trazione,702
3688,T456,2024-07-09 12:12:18.280828,ILCK_PROP_14,ILCK_PROP_14,MDS,Cod. 14 Nessuna direzione impostata,702
3689,T456,2024-07-09 12:12:18.291577,150016,_IRIP_OpenSts_,VEHICLE,Nessun IR o IP chiuso,913
3690,T456,2024-07-09 12:12:18.334698,ILCK_PROP_18M8,ILCK_PROP_18M8,MDS,Cod. 18 Linea Emergenza Attiva,702
3691,T456,2024-07-09 12:12:18.387533,ILCK_PROP_20M8,ILCK_PROP_20M8,MDS,Cod. 20 Freno di stazionamento attivo (TT a 2 km/h),702
3692,T456,2024-07-09 12:12:18.441505,ILCK_Panto_T2_45,ILCK_Panto_T2_45,T2_PANTO,Cod 45. Mancata comunic. WTB con semitreno remoto,702
3693,T456,2024-07-09 12:12:18.495239,ILCK_IR_T7_40,ILCK_IR_T7_40,T2_1Q2_IR,Cod 40. Contattore 1Q1 non nello stato DC,702
3694,T456,2024-07-09 12:12:18.54822,ILCK_PROP_11M8,ILCK_PROP_11M8,MDS,Cod. 11 Rilascio Porte Destre Attivo,702
3695,T456,2024-07-09 12:12:18.692297,151022,_HvOnBoardUnit_,T2_1Q4_IP,Alta tensione non presente in M1-T4,913
3696,T456,2024-07-09 12:12:19.092366,158022,_HvOnBoardUnit_,T7_1Q4_IP,Alta tensione non presente in M8-T5,913
3931,T456,2024-07-09 12:29:19.750519,150017,_CmdCloseIR_,VEHICLE,Comando chiusura IR/IP da banco,883
4146,T456,2024-07-09 12:59:29.084643,ILCK_IRIP_T2_13,ILCK_IRIP_T2_13,T2_MCB,Cod 13. Apertura IR/IP da TRAIN LINE,830
4147,T456,2024-07-09 12:59:29.492195,ILCK_IRIP_T7_28,ILCK_IRIP_T7_28,T7_MCB,Cod 28. Apertura Interruttore principale richiesto DRIVER da banco Abilitato,830
1190,T456,2024-07-09 09:05:16.498201,11200,CCU_FltWtbR1,VEHICLE,Mancata ricezione R1 in CCU M1,912
1197,T456,2024-07-09 09:05:17.641139,ILCK_IRIP_T2_68,ILCK_IRIP_T2_68,T2_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,912
1198,T456,2024-07-09 09:05:17.805487,ILCK_IRIP_T7_68,ILCK_IRIP_T7_68,T7_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,912
1199,T456,2024-07-09 09:05:17.968517,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,912
1200,T456,2024-07-09 09:05:18.132062,ILCK_PROP_10,ILCK_PROP_10,VEHICLE,Cod. 10 Nessuna velocita' impostata,912
1201,T456,2024-07-09 09:05:18.268379,ILCK_PROP_01,ILCK_PROP_01,VEHICLE,Cod. 01 Max fren. di servizio richiesta da segnalamento,72
1202,T456,2024-07-09 09:05:18.296709,ILCK_PROP_13M8,ILCK_PROP_13_M8,MDS,Cod. 13 Leva MC 6S01 non in trazione,912
1203,T456,2024-07-09 09:05:18.459959,ILCK_PROP_14,ILCK_PROP_14,MDS,Cod. 14 Nessuna direzione impostata,912
1514,T456,2024-07-09 09:15:42.765704,103019,_IDoorUnblock_,M3_Porta_comparto_2,Guasto microswitch porta interna 2,905
1767,T456,2024-07-09 09:31:29.205883,108028,_IDoorUnblock_,M8_Porta_gangway_1,Guasto microswitch porta Gangway,437
2078,T456,2024-07-09 10:02:41.254514,41357,BRKSTS_TL_Inc1,FRENO,Incongruenza BRAKE_STATUS_TL e manettino di frenatura M1,141
2079,T456,2024-07-09 10:02:41.638994,ILCK_PROP_01,ILCK_PROP_01,VEHICLE,Cod. 01 Max fren. di servizio richiesta da segnalamento,141
2083,T456,2024-07-09 10:02:43.182242,ILCK_PROP_13M1,ILCK_PROP_13_M1,MDS,Cod. 13 Leva MC 6S01 non in trazione,141
2084,T456,2024-07-09 10:02:43.566747,ILCK_PROP_22M1,ILCK_PROP_22M1,MDS,Cod. 22 Manettino fuori coasting dopo taglio trazione,141
2321,T456,2024-07-09 10:09:32.376595,105038,_IDoorDCSFlt_,T5_Porta_gangway_2,Guasto microswitch porta Gangway 2,890
2497,T456,2024-07-09 10:26:05.707262,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,855
2664,T456,2024-07-09 10:59:50.944892,ILCK_PROP_13M1,ILCK_PROP_13_M1,MDS,Cod. 13 Leva MC 6S01 non in trazione,35
2665,T456,2024-07-09 10:59:51.141566,ILCK_PROP_22M1,ILCK_PROP_22M1,MDS,Cod. 22 Manettino fuori coasting dopo taglio trazione,35
2913,T456,2024-07-09 11:10:12.392067,ILCK_PROP_13M1,ILCK_PROP_13_M1,MDS,Cod. 13 Leva MC 6S01 non in trazione,18
3101,T456,2024-07-09 11:26:02.725519,ILCK_PROP_01,ILCK_PROP_01,VEHICLE,Cod. 01 Max fren. di servizio richiesta da segnalamento,920
3102,T456,2024-07-09 11:26:02.783774,ILCK_PROP_02,ILCK_PROP_02,VEHICLE,Cod. 02 Taglio trazione comandato da RCEC,920
3103,T456,2024-07-09 11:26:02.841659,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,920
3104,T456,2024-07-09 11:26:02.899714,ILCK_PROP_05,ILCK_PROP_05,VEHICLE,Cod. 05 Taglio trazione da SSB attivo,920
3105,T456,2024-07-09 11:26:02.957693,ILCK_PROP_13M1,ILCK_PROP_13_M1,MDS,Cod. 13 Leva MC 6S01 non in trazione,920
3106,T456,2024-07-09 11:26:03.015217,ILCK_PROP_14,ILCK_PROP_14,MDS,Cod. 14 Nessuna direzione impostata,920
3107,T456,2024-07-09 11:26:03.073849,ILCK_PROP_17M1,ILCK_PROP_17M1,MDS,Cod. 17 Filo treno Taglio Trazione non alimentato,920
3108,T456,2024-07-09 11:26:03.13175,ILCK_PROP_20M1,ILCK_PROP_20M1,MDS,Cod. 20 Freno di stazionamento attivo (TT a 2 km/h),920
3109,T456,2024-07-09 11:26:03.190103,16216,CCU_Q1_00,Q1_M6,Incongruenza contatti 1Q1 in M6 (00),920
3110,T456,2024-07-09 11:26:03.247005,23062,DIO_DI_FL1,CONV_TRAZ_M3,H2O: FL1 - flusso circ. trattamento basso,920
3111,T456,2024-07-09 11:26:03.305075,23206,_H2OWarn_,TCU_M3,Guasto centralina idraulica TACU M3,920
3112,T456,2024-07-09 11:26:03.364406,41069,_EpEscFlt_,BCU_M1,Assistenza EP fuori servizio,920
3113,T456,2024-07-09 11:26:03.422504,81173,_CabFiltrfrshairsat_,HVAC_CAB_M1,Filtro aria fresca sporco,920
3114,T456,2024-07-09 11:26:03.480258,82018,_CrctBrkQ51_,HVAC_T2,Interruttore Q51 aperto,920
3115,T456,2024-07-09 11:26:03.539193,82079,_SnsrHighprssrB46_,HVAC_T2,Guasto sensore di pressione B46,920
3116,T456,2024-07-09 11:26:03.597201,88173,_CabFiltrfrshairsat_,HVAC_CAB_M8,Filtro aria fresca sporco,920
3117,T456,2024-07-09 11:26:03.655008,101019,_IDoorUnblock_,M1_Porta_comparto_2,Guasto microswitch porta interna 2,920
3278,T456,2024-07-09 11:59:03.375648,ILCK_IRIP_T2_68,ILCK_IRIP_T2_68,T2_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,736
3280,T456,2024-07-09 11:59:04.956376,ILCK_IR_T7_40,ILCK_IR_T7_40,T2_1Q2_IR,Cod 40. Contattore 1Q1 non nello stato DC,736
3283,T456,2024-07-09 11:59:07.330859,ILCK_Panto_T7_45,ILCK_Panto_T7_45,T7_PANTO,Cod 45. Mancata comunic. WTB con semitreno remoto,736
3498,T456,2024-07-09 12:05:40.254362,207010,PCU_reg,EPCU_T7,Errore regolazione pressione di riferimento,831
3499,T456,2024-07-09 12:05:40.643629,ILCK_IRIP_T2_56,ILCK_IRIP_T2_56,T2_MCB,Cod 56. Apertura da TCU1  locale (M1),831
3666,T456,2024-07-09 12:12:15.494065,26376,NO_LINE_VOLTAGE,CONV_TRAZ_M6,Nessuna tensione di linea,913
3667,T456,2024-07-09 12:12:15.894416,26481,OPIR_OPQ1,Q1_M6,Apertura forzata IP-IR per apertura Q1,913
3671,T456,2024-07-09 12:12:17.441481,ILCK_PROP_08,ILCK_PROP_08,VEHICLE,Cod. 08 Loop porte aperto,356
3672,T456,2024-07-09 12:12:17.493136,150010,_Poc_,VEHICLE,Ingresso in POC,913
3673,T456,2024-07-09 12:12:17.64229,11200,CCU_FltWtbR1,VEHICLE,Mancata ricezione R1 in CCU M1,702
3674,T456,2024-07-09 12:12:17.674365,ILCK_PROP_11M1,ILCK_PROP_11M1,MDS,Cod. 11 Rilascio Porte Destre Attivo,356
3675,T456,2024-07-09 12:12:17.695049,11202,CCU_FltWtbComm,VEHICLE,Mancata comunicazione WTB in CCU M1,702
3676,T456,2024-07-09 12:12:17.747697,150006,_Running_,VEHICLE,Stato RUNNING attivo,702
3677,T456,2024-07-09 12:12:17.80065,150012,_CmdPantoUp_,VEHICLE,Comando alzamento panto da banco,702
3678,T456,2024-07-09 12:12:17.85527,158002,_DeskKeyIn_,M1_4K14,Chiave di Banco inserita in M8,702
3679,T456,2024-07-09 12:12:17.891763,150011,_PantoLowSts_,VEHICLE,Nessun pantografo alto,913
3680,T456,2024-07-09 12:12:17.906521,ILCK_PROP_12M1,ILCK_PROP_12M1,MDS,Cod. 12 Rilascio Porte Sinistre Attivo,356
3932,T456,2024-07-09 12:29:20.205207,152019,_1Q21_,T2_1Q2_IR,IR chiuso in cassa T2,883
3933,T456,2024-07-09 12:29:20.659319,EVT_IP_T2_47,EVT_IP_T2_47,T2_1Q4_IP,Cod 47. Line Voltage Type non 25KV,883
3934,T456,2024-07-09 12:29:21.115491,EVT_IP_T7_47,EVT_IP_T7_47,T7_1Q4_IP,Cod 47. Line Voltage Type non 25KV,883
4148,T456,2024-07-09 12:59:29.899461,ILCK_IRIP_T7_56,ILCK_IRIP_T7_56,T7_MCB,Cod 56. Apertura da TCU1  locale (M8),830
4149,T456,2024-07-09 12:59:30.307117,ILCK_IRIP_T7_57,ILCK_IRIP_T7_57,T7_MCB,Cod 57. Apertura da TCU2  locale (M6),830
4279,T456,2024-07-09 13:05:56.367667,41353,9K48_Emg,FRENO,Frenatura di emergenza attivata da leva di frenatura in M1,112
4280,T456,2024-07-09 13:05:56.517579,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,112
4281,T456,2024-07-09 13:05:56.666461,ILCK_PROP_18M1,ILCK_PROP_18M1,MDS,Cod. 18 Linea Emergenza Attiva,112
4443,T456,2024-07-09 13:14:16.132314,ILCK_PROP_10,ILCK_PROP_10,VEHICLE,Cod. 10 Nessuna velocita' impostata,135
1191,T456,2024-07-09 09:05:16.659786,11202,CCU_FltWtbComm,VEHICLE,Mancata comunicazione WTB in CCU M1,912
1192,T456,2024-07-09 09:05:16.824106,48069,_EpEscFlt_,BCU_M8,Assistenza EP fuori servizio,912
1193,T456,2024-07-09 09:05:16.986529,48352,6S01_Emg,FRENO,Frenatura di emergenza attivata da leva di trazione in M8,912
1194,T456,2024-07-09 09:05:17.149861,150006,_Running_,VEHICLE,Stato RUNNING attivo,912
1195,T456,2024-07-09 09:05:17.313653,158002,_DeskKeyIn_,M1_4K14,Chiave di Banco inserita in M8,912
1196,T456,2024-07-09 09:05:17.476769,158003,_CabOccupied_,M1_4K14,Banco Abilitato M8,912
1204,T456,2024-07-09 09:05:18.62271,ILCK_PROP_18M8,ILCK_PROP_18M8,MDS,Cod. 18 Linea Emergenza Attiva,912
1205,T456,2024-07-09 09:05:18.763534,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,72
1206,T456,2024-07-09 09:05:18.786328,ILCK_PROP_19M8,ILCK_PROP_19M8,MDS,Cod. 19 Maniglia Allarme Passeggeri Attivata,912
1207,T456,2024-07-09 09:05:18.950185,ILCK_PROP_20M8,ILCK_PROP_20M8,MDS,Cod. 20 Freno di stazionamento attivo (TT a 2 km/h),912
1208,T456,2024-07-09 09:05:19.114455,ILCK_Panto_T2_45,ILCK_Panto_T2_45,T2_PANTO,Cod 45. Mancata comunic. WTB con semitreno remoto,912
1209,T456,2024-07-09 09:05:19.260592,ILCK_PROP_05,ILCK_PROP_05,VEHICLE,Cod. 05 Taglio trazione da SSB attivo,72
1210,T456,2024-07-09 09:05:19.277567,ILCK_Panto_T7_45,ILCK_Panto_T7_45,T7_PANTO,Cod 45. Mancata comunic. WTB con semitreno remoto,912
1211,T456,2024-07-09 09:05:19.441308,41250,_BrakeStsTLOpModeFlt_,FRENO,Frenatura pneumatica attiva in modalita' diversa da RUNNING,912
1212,T456,2024-07-09 09:05:19.605957,ILCK_IR_T7_40,ILCK_IR_T7_40,T2_1Q2_IR,Cod 40. Contattore 1Q1 non nello stato DC,912
1515,T456,2024-07-09 09:15:42.766157,103021,_IDoorDCSFlt_,M3_Porta_comparto_2,Guasto microswitch porta interna 2,905
1769,T456,2024-07-09 09:31:31.32544,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,437
2080,T456,2024-07-09 10:02:42.023723,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,141
2081,T456,2024-07-09 10:02:42.410463,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,141
2082,T456,2024-07-09 10:02:42.795589,ILCK_PROP_05,ILCK_PROP_05,VEHICLE,Cod. 05 Taglio trazione da SSB attivo,141
2322,T456,2024-07-09 10:09:52.170895,150026,_9S14_,VEHICLE,Pressione CP sotto 8.5 bar in M8 (press. 9S14),193
2498,T456,2024-07-09 10:26:10.535411,11201,CCU_FltWtbR2,VEHICLE,Mancata ricezione R2 in CCU M1,901
2499,T456,2024-07-09 10:26:11.005942,11202,CCU_FltWtbComm,VEHICLE,Mancata comunicazione WTB in CCU M1,901
2504,T456,2024-07-09 10:26:13.363281,ILCK_IRIP_T7_68,ILCK_IRIP_T7_68,T7_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,901
2505,T456,2024-07-09 10:26:13.834343,ILCK_IR_T7_40,ILCK_IR_T7_40,T2_1Q2_IR,Cod 40. Contattore 1Q1 non nello stato DC,901
2666,T456,2024-07-09 10:59:54.750141,11050,_HVACcabNotOK_,HVAC_CAB_M1,Perdita di comunicazione con HVAC cabina M1,755
2673,T456,2024-07-09 10:59:59.650556,17051,_HVACpxNotOK_,HVAC_T7,Perdita di comunicazione con HVAC T7,755
2914,T456,2024-07-09 11:10:16.924487,151024,_Rear_,VEHICLE,Direzione indietro in M1,888
2915,T456,2024-07-09 11:10:16.983764,158023,_Front_,VEHICLE,Direzione avanti in M8,888
3127,T456,2024-07-09 11:26:39.688934,41353,9K48_Emg,FRENO,Frenatura di emergenza attivata da leva di frenatura in M1,113
3130,T456,2024-07-09 11:26:40.889273,ILCK_PROP_18M1,ILCK_PROP_18M1,MDS,Cod. 18 Linea Emergenza Attiva,113
3279,T456,2024-07-09 11:59:04.166335,ILCK_IRIP_T7_68,ILCK_IRIP_T7_68,T7_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,736
3503,T456,2024-07-09 12:05:42.203872,ILCK_IR_T7_40,ILCK_IR_T7_40,T2_1Q2_IR,Cod 40. Contattore 1Q1 non nello stato DC,831
3504,T456,2024-07-09 12:05:42.592929,ILCK_IR_T7_52,ILCK_IR_T7_52,T2_1Q2_IR,Cod 52. Comando apertura DC per guasto Pantografo,831
3508,T456,2024-07-09 12:05:44.151646,21476,OP_DCMAINCNT_PREC_DC,CONV_TRAZ_M1,Apertura forz. contatt. Convert. Princip. DC,831
3509,T456,2024-07-09 12:05:44.539822,23219,_MCQ1SwitchSts_,TCU_M3,Guasto interruttore di isolamento 25 kV (stato),831
3513,T456,2024-07-09 12:05:46.098817,26219,_MCQ1SwitchSts_,TCU_M6,Guasto interruttore di isolamento 25 kV (stato),831
3514,T456,2024-07-09 12:05:46.488373,150011,_PantoLowSts_,VEHICLE,Nessun pantografo alto,831
3681,T456,2024-07-09 12:12:17.907941,158003,_CabOccupied_,M1_4K14,Banco Abilitato M8,702
3682,T456,2024-07-09 12:12:17.961328,EVT_IRIP_T2_68,EVT_IRIP_T2_68,T2_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,702
3683,T456,2024-07-09 12:12:18.014624,EVT_Panto_T2_45,EVT_Panto_T2_45,T2_PANTO,Cod 45. Mancata comunic. WTB con semitreno remoto,702
3684,T456,2024-07-09 12:12:18.067725,ILCK_IRIP_T2_68,ILCK_IRIP_T2_68,T2_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,702
3685,T456,2024-07-09 12:12:18.12221,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,702
3686,T456,2024-07-09 12:12:18.175214,ILCK_PROP_12M8,ILCK_PROP_12M8,MDS,Cod. 12 Rilascio Porte Sinistre Attivo,702
3935,T456,2024-07-09 12:31:21.36015,18050,_HVACcabNotOK_,HVAC_CAB_M8,Perdita di comunicazione con HVAC cabina M1,221
3937,T456,2024-07-09 12:31:23.360217,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,221
4150,T456,2024-07-09 12:59:30.71391,ILCK_IRIP_T7_68,ILCK_IRIP_T7_68,T7_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,830
4151,T456,2024-07-09 12:59:31.122416,ILCK_IR_T2_42,ILCK_IR_T2_42,T2_1Q2_IR,Cod 42. Pantografo DC non alto,830
4152,T456,2024-07-09 12:59:31.529065,ILCK_IR_T7_42,ILCK_IR_T7_42,T2_1Q2_IR,Cod 42. Pantografo DC non alto,830
4282,T456,2024-07-09 13:06:21.584405,150017,_CmdCloseIR_,VEHICLE,Comando chiusura IR/IP da banco,471
4283,T456,2024-07-09 13:06:21.983209,157019,_1Q21_,T7_1Q2_IR,IR chiuso in cassa T7,471
4444,T456,2024-07-09 13:14:25.100382,18201,CCU_FltWtbR2,VEHICLE,Mancata ricezione R2 in CCU M8,458
4450,T456,2024-07-09 13:14:30.050431,ILCK_IRIP_T2_68,ILCK_IRIP_T2_68,T2_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,458
4453,T456,2024-07-09 13:14:32.52356,ILCK_PROP_15,ILCK_PROP_15,MDS,Cod. 15 Nessun banco abilitato,458
4454,T456,2024-07-09 13:14:33.350247,ILCK_Panto_T2_45,ILCK_Panto_T2_45,T2_PANTO,Cod 45. Mancata comunic. WTB con semitreno remoto,458
4619,T456,2024-07-09 13:29:36.183113,150026,_9S14_,VEHICLE,Pressione CP sotto 8.5 bar in M8 (press. 9S14),192
4621,T456,2024-07-09 13:29:39.026631,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,192
1213,T456,2024-07-09 09:05:19.768299,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,912
1214,T456,2024-07-09 09:05:19.932627,ILCK_PROP_12M8,ILCK_PROP_12M8,MDS,Cod. 12 Rilascio Porte Sinistre Attivo,912
1516,T456,2024-07-09 09:15:47.919411,ILCK_PROP_01,ILCK_PROP_01,VEHICLE,Cod. 01 Max fren. di servizio richiesta da segnalamento,130
1519,T456,2024-07-09 09:15:49.878517,ILCK_PROP_05,ILCK_PROP_05,VEHICLE,Cod. 05 Taglio trazione da SSB attivo,130
1770,T456,2024-07-09 09:32:11.516886,150012,_CmdPantoUp_,VEHICLE,Comando alzamento panto da banco,308
1771,T456,2024-07-09 09:32:11.735004,EVT_PantoDC_T7_22,EVT_PantoDC_T7_22,T7_Panto3kV,Cod 22. Guasto centralina EPCU di controllo Pantografo,308
2085,T456,2024-07-09 10:02:50.538521,106028,_IDoorUnblock_,M6_Porta_gangway_1,Guasto microswitch porta Gangway 1,691
2323,T456,2024-07-09 10:09:53.271354,ILCK_PROP_13M1,ILCK_PROP_13_M1,MDS,Cod. 13 Leva MC 6S01 non in trazione,193
2502,T456,2024-07-09 10:26:12.419786,158014,_DCPantoSts_,VEHICLE,Pantografo DC alto in T7,901
2503,T456,2024-07-09 10:26:12.89113,ILCK_IRIP_T2_68,ILCK_IRIP_T2_68,T2_MCB,Cod 68. Mancata comunic. WTB con semitreno remoto,901
2667,T456,2024-07-09 10:59:55.450281,11051,_HVACpxNotOK_,HVAC_M1,Perdita di comunicazione con HVAC M1,755
2668,T456,2024-07-09 10:59:56.150444,12051,_HVACpxNotOK_,HVAC_T2,Perdita di comunicazione con HVAC T2,755
2674,T456,2024-07-09 11:00:00.349612,18050,_HVACcabNotOK_,HVAC_CAB_M8,Perdita di comunicazione con HVAC cabina M1,755
2675,T456,2024-07-09 11:00:01.051519,18051,_HVACpxNotOK_,HVAC_M8,Perdita di comunicazione con HVAC M8,755
2916,T456,2024-07-09 11:10:34.004257,150026,_9S14_,VEHICLE,Pressione CP sotto 8.5 bar in M8 (press. 9S14),192
3128,T456,2024-07-09 11:26:40.088259,ILCK_PROP_03,ILCK_PROP_03,VEHICLE,Cod. 03 Comando di frenatura da manipolatore attivo,113
3129,T456,2024-07-09 11:26:40.48832,ILCK_PROP_04,ILCK_PROP_04,VEHICLE,Cod. 04 Condotta Generale scarica,113
3281,T456,2024-07-09 11:59:05.747351,ILCK_PROP_15,ILCK_PROP_15,MDS,Cod. 15 Nessun banco abilitato,736
3282,T456,2024-07-09 11:59:06.538306,ILCK_Panto_T2_45,ILCK_Panto_T2_45,T2_PANTO,Cod 45. Mancata comunic. WTB con semitreno remoto,736
3505,T456,2024-07-09 12:05:42.981495,ILCK_PROP_21M1,ILCK_PROP_21M1,MDS,Cod. 21 AT non presente,831
